Time_Sec,FPS,Detected_Person,Detected_Objects
33.52,10.3,[],['chair']
33.62,10.2,[],['chair']
33.71,10.7,[],['chair']
33.81,10.1,[],['chair']
33.9,10.7,[],['chair']
33.99,10.9,[],['chair']
34.1,9.3,[],['chair']
34.19,10.9,[],['chair']
34.29,10.6,[],['chair']
34.38,10.4,[],['chair']
34.49,9.6,[],['chair']
34.58,10.4,[],['chair']
34.67,11.1,[],[]
34.77,10.6,['Person'],['chair']
34.86,10.5,[],['chair']
34.96,10.0,[],"['chair', 'chair']"
35.06,10.0,[],['chair']
35.15,11.1,[],['chair']
35.26,9.4,[],['chair']
35.35,10.7,[],"['chair', 'chair']"
35.45,10.2,[],['chair']
35.54,10.8,[],['chair']
35.65,9.5,[],['chair']
35.75,9.7,[],['chair']
35.85,10.4,[],"['chair', 'chair']"
35.93,11.5,[],"['chair', 'chair']"
36.03,10.6,[],"['chair', 'chair']"
36.13,10.3,[],['chair']
36.22,10.4,[],['chair']
36.32,10.4,[],[]
36.41,10.5,"['Person', 'Person']",['chair']
36.51,10.2,"['Person', 'Person']",['chair']
36.61,10.3,"['Person', 'Person']",['chair']
36.7,10.6,"['Person', 'Person']",['chair']
36.8,10.4,"['Person', 'Person']",['chair']
36.9,10.3,"['Person', 'Person']",[]
36.99,10.6,"['Person', 'Person']",[]
37.09,10.4,[],[]
37.18,10.5,['Person'],[]
37.28,10.2,['Person'],[]
37.37,10.6,"['Person', 'Person']",[]
37.47,9.9,['Person'],['chair']
37.57,10.5,[],['chair']
37.66,10.7,[],['chair']
37.76,10.5,[],[]
37.86,10.1,[],['chair']
37.95,10.8,[],['chair']
38.05,10.4,[],[]
38.14,10.4,[],[]
38.24,10.4,[],['chair']
38.34,10.3,[],['chair']
38.43,10.5,[],['chair']
38.53,10.5,[],['chair']
38.62,10.3,[],['chair']
38.73,9.7,[],['chair']
38.82,10.9,[],['chair']
38.91,10.7,[],['chair']
39.01,10.4,[],[]
39.1,10.5,[],[]
39.19,11.5,[],[]
39.29,9.6,[],[]
39.38,11.8,['Person'],[]
39.47,10.8,"['Person', 'Person']",[]
39.57,10.3,['Person'],['chair']
39.66,10.6,"['Person', 'Person']",['chair']
39.76,10.4,"['Person', 'Person']",[]
39.85,10.4,['Person'],[]
39.95,10.4,['Person'],[]
40.05,10.4,['Person'],[]
40.15,10.1,[],[]
40.24,10.6,['Person'],[]
40.34,10.4,['Person'],[]
40.43,10.2,['Person'],[]
40.53,10.8,['Person'],[]
40.63,10.1,['Person'],[]
40.72,10.3,"['Person', 'Person']",[]
41.09,2.7,"['Person', 'Person', 'Person']",[]
41.2,9.4,"['Person', 'Person']",[]
41.29,10.4,"['Person', 'Person']",[]
41.39,10.1,"['Person', 'Person', 'Person']",[]
41.49,10.7,"['Person', 'Person', 'Person']",[]
41.58,10.1,['Person'],[]
41.68,10.5,[],[]
41.78,10.5,['Person'],[]
41.86,12.3,['Person'],[]
41.97,9.1,['Person'],[]
42.06,10.4,['Person'],[]
42.16,10.4,"['Person', 'Person']",[]
42.25,10.4,['Person'],[]
42.35,10.4,['Person'],[]
42.45,10.5,[],[]
42.54,10.4,"['Person', 'Person']",[]
42.64,10.4,['Person'],[]
42.73,10.4,"['Person', 'Person']",[]
42.83,10.4,"['Person', 'Person']",[]
42.93,10.4,['Person'],[]
43.03,10.0,"['Person', 'Person']",[]
43.12,10.9,['Person'],[]
43.21,10.6,['Person'],[]
43.31,10.4,"['Person', 'Person']",[]
43.41,10.3,['Person'],[]
43.5,10.4,['Person'],[]
43.6,10.5,['Person'],[]
43.68,12.3,[],[]
43.79,9.0,[],[]
43.89,10.0,['pulasthi'],[]
44.25,2.7,['pulasthi'],[]
44.35,10.4,[],[]
44.45,10.0,[],[]
44.54,11.1,['Person'],[]
44.64,10.1,[],[]
44.73,10.8,['Person'],[]
44.83,10.3,['Person'],[]
44.93,9.8,[],[]
45.02,11.2,[],[]
45.11,11.2,['Person'],[]
45.22,9.1,[],[]
45.31,11.2,[],[]
45.41,10.4,[],[]
45.5,10.4,[],[]
45.6,10.4,['Person'],[]
45.69,10.4,['Person'],[]
45.8,9.9,['Person'],[]
45.88,11.6,['Person'],[]
45.97,11.8,[],[]
46.06,10.5,['Person'],[]
46.16,10.4,['Person'],[]
46.25,10.4,['Person'],[]
46.35,10.5,['Person'],[]
46.43,12.3,['Person'],[]
46.56,7.6,['Person'],[]
46.65,10.8,['Person'],[]
46.75,10.4,['Person'],[]
46.85,10.5,['Person'],[]
46.95,9.1,['Person'],[]
47.04,12.1,['Person'],[]
47.29,4.0,['Person'],[]
47.39,10.2,['Person'],[]
47.48,10.3,['Person'],[]
47.58,10.3,['Person'],[]
47.67,11.1,[],[]
47.76,11.1,[],[]
47.86,10.5,['Person'],[]
47.96,10.0,['Person'],[]
48.05,11.2,['Person'],[]
48.14,11.0,[],[]
48.22,11.7,['Person'],[]
48.32,10.2,"['Person', 'Person']",[]
48.42,9.6,[],[]
48.52,10.9,[],[]
48.61,11.1,['Person'],[]
48.71,9.9,[],[]
48.8,11.0,['Person'],[]
48.9,9.7,[],[]
48.99,10.8,[],[]
49.09,10.8,['Person'],[]
49.2,9.0,['Person'],[]
49.3,9.7,['Person'],[]
49.39,11.1,['Person'],[]
49.49,9.6,['Person'],[]
49.59,10.4,[],[]
49.68,10.7,[],[]
49.77,11.0,['Person'],[]
49.87,10.1,[],[]
49.97,10.0,['Person'],[]
50.07,10.5,['Person'],[]
50.16,10.9,[],[]
50.25,11.1,[],[]
50.34,10.8,[],[]
50.45,9.1,[],[]
50.55,10.6,[],[]
50.64,10.9,[],[]
50.73,10.7,[],[]
50.83,10.5,[],[]
50.92,10.4,[],[]
51.03,9.9,[],[]
51.12,10.6,[],[]
51.21,10.7,[],[]
51.31,10.4,[],[]
51.39,11.9,[],[]
51.49,10.0,[],[]
51.61,8.3,[],[]
51.71,10.5,[],[]
51.81,10.4,[],[]
51.9,10.6,[],[]
52.0,9.7,[],[]
52.09,11.0,[],[]
52.2,10.0,['Person'],[]
52.3,9.3,[],[]
52.4,10.4,['Person'],[]
52.48,12.6,['Person'],[]
52.59,8.9,[],[]
52.69,10.5,['Person'],[]
52.78,10.3,[],[]
52.88,10.4,['Person'],[]
52.97,10.4,[],[]
53.07,10.4,[],[]
53.17,10.4,[],[]
53.26,10.5,['Person'],[]
53.36,10.3,[],[]
53.45,10.4,[],[]
53.55,10.4,[],[]
53.65,10.5,[],[]
53.73,12.4,[],[]
53.84,8.9,[],[]
53.94,9.8,[],[]
54.03,11.2,[],[]
54.13,10.5,['Person'],[]
54.24,9.0,[],[]
54.33,10.2,[],[]
54.43,11.0,[],[]
54.52,10.5,['Person'],[]
54.62,10.0,[],[]
54.72,10.5,[],[]
54.81,10.5,['Person'],[]
54.91,10.8,[],[]
55.0,11.2,[],[]
55.09,11.1,[],[]
55.18,11.1,['Person'],[]
55.26,11.5,['Person'],[]
55.36,10.5,['Person'],[]
55.44,11.4,['Person'],[]
55.54,10.9,[],[]
55.64,10.2,[],[]
55.73,10.8,['Person'],[]
55.83,10.0,[],[]
55.92,11.1,[],[]
56.01,10.4,['Person'],[]
56.11,10.5,[],[]
56.21,10.3,['Person'],[]
56.3,10.5,[],[]
56.4,10.3,[],[]
56.5,10.2,[],[]
56.59,10.6,[],[]
56.69,10.4,['Person'],[]
56.79,9.9,[],[]
56.88,10.6,['Person'],[]
56.98,10.5,[],[]
57.07,10.7,['Person'],[]
57.17,10.5,[],[]
57.26,10.4,[],[]
57.36,10.3,[],[]
57.45,10.4,[],[]
57.55,10.5,['Person'],[]
57.65,9.9,['Person'],[]
57.74,10.9,[],[]
57.84,10.1,['Person'],[]
57.93,11.0,['Person'],[]
58.03,10.0,['Person'],[]
58.13,9.8,[],[]
58.22,11.3,[],[]
58.32,9.8,['Person'],[]
58.42,10.4,['Person'],[]
58.52,10.3,['Person'],[]
58.61,11.1,['Person'],[]
58.7,10.8,['Person'],[]
58.96,3.8,['Person'],[]
59.05,11.0,['Person'],[]
59.16,9.8,['Person'],[]
59.26,9.5,['Person'],[]
59.35,11.1,['Person'],[]
59.45,10.2,['Person'],[]
59.55,9.8,['Person'],[]
59.64,11.1,['Person'],[]
59.73,11.1,[],[]
59.83,10.3,[],[]
59.93,10.3,['Person'],[]
60.02,11.1,['Person'],[]
60.11,11.1,[],[]
60.2,10.3,['Person'],[]
60.3,10.5,[],[]
60.4,9.7,['Person'],[]
60.5,9.9,['Person'],[]
60.59,11.1,['Person'],[]
60.69,10.2,[],[]
60.78,10.8,[],[]
60.88,10.7,['Person'],[]
60.97,10.4,['Person'],[]
61.08,9.6,['Person'],[]
61.17,10.9,['Person'],[]
61.26,10.7,['Person'],[]
61.37,9.5,['Person'],[]
61.46,10.4,['Person'],[]
61.57,9.4,[],[]
61.67,9.8,['Person'],[]
61.76,10.8,['Person'],[]
62.05,3.5,['Person'],[]
62.14,10.5,['Person'],[]
62.24,10.5,['Person'],[]
62.34,9.8,['Person'],[]
62.44,10.2,[],[]
62.55,9.0,['Person'],[]
62.66,9.5,['Person'],[]
62.75,11.1,['Person'],[]
62.84,10.7,['Person'],[]
62.94,10.2,[],[]
63.03,10.9,['Person'],[]
63.12,10.5,['Person'],[]
63.22,10.2,['Person'],[]
63.31,11.2,['Person'],[]
63.41,10.5,[],[]
63.51,9.4,[],[]
63.62,9.8,['Person'],[]
63.71,10.3,['Person'],[]
63.8,11.0,['Person'],[]
63.9,10.2,['Person'],[]
64.0,10.3,[],[]
64.09,10.8,['Person'],[]
64.19,10.7,[],[]
64.28,10.8,['Person'],[]
64.39,9.1,['Person'],[]
64.48,10.8,['Person'],[]
64.58,9.9,['Person'],[]
64.68,10.3,[],[]
64.77,10.7,['Person'],[]
64.86,10.9,['Person'],[]
65.13,3.7,['Person'],[]
65.23,10.5,['Person'],[]
65.32,10.3,['Person'],[]
65.42,10.1,['Person'],[]
65.52,10.1,[],[]
65.61,11.0,[],[]
65.71,10.1,[],[]
65.8,10.8,[],[]
65.9,10.3,[],[]
65.99,11.6,['Person'],[]
66.08,10.8,['Person'],[]
66.18,9.8,['Person'],[]
66.27,11.4,['Person'],[]
66.37,9.9,[],[]
66.47,10.3,['Person'],[]
66.57,10.0,['Person'],[]
66.67,9.9,['Person'],[]
66.77,10.0,[],[]
66.86,10.6,[],[]
66.96,10.6,['Person'],[]
67.05,10.5,['Person'],[]
67.15,10.3,['Person'],[]
67.25,10.4,[],[]
67.33,11.5,['Person'],[]
67.43,10.3,['Person'],[]
67.53,10.4,[],[]
67.62,10.7,['Person'],[]
67.71,10.9,['Person'],[]
67.81,10.4,['Person'],[]
67.91,10.3,['Person'],[]
68.17,3.8,['Person'],[]
68.27,9.7,['Person'],[]
68.37,10.3,[],[]
68.46,10.7,['Person'],[]
68.56,10.9,['Person'],[]
68.66,9.8,['Person'],[]
68.75,10.9,['Person'],[]
68.84,10.9,['Person'],[]
68.94,10.6,['Person'],[]
69.03,10.6,['Person'],[]
69.13,10.0,['Person'],[]
69.22,11.2,['Person'],[]
69.32,10.0,['Person'],[]
69.42,9.6,['Person'],[]
69.52,10.5,['Person'],[]
69.62,9.9,['Person'],[]
69.71,10.9,[],[]
69.81,10.0,['Person'],[]
69.9,10.6,[],[]
70.0,10.2,['Person'],[]
70.11,9.8,['Person'],[]
70.2,10.5,['Person'],[]
70.29,10.9,['Person'],[]
70.39,10.7,['Person'],[]
70.48,10.6,['Person'],[]
70.58,10.0,[],[]
70.68,9.6,['Person'],[]
70.78,10.5,['Person'],[]
70.88,10.5,['Person'],[]
70.97,10.4,['Person'],[]
71.26,3.5,['Person'],[]
71.39,7.4,['Person'],[]
71.5,9.4,['Person'],[]
71.61,9.2,['Person'],[]
71.71,9.8,['Person'],[]
71.81,10.0,['Person'],[]
71.92,8.9,['Person'],[]
72.03,8.7,['Person'],[]
72.13,10.4,['Person'],[]
72.24,9.2,['Person'],[]
72.35,9.1,['Person'],[]
72.45,10.0,['Person'],[]
72.55,10.0,['Person'],[]
72.65,9.5,['Person'],[]
72.76,9.5,"['Person', 'Person']",[]
72.87,9.2,['Person'],[]
72.97,9.5,['Person'],[]
73.07,10.6,['Person'],[]
73.19,8.3,['Person'],[]
73.29,9.9,['Person'],[]
73.38,11.2,['Person'],[]
73.48,10.2,['Person'],[]
73.58,9.3,['Person'],[]
73.68,10.7,['Person'],[]
73.78,9.8,['Person'],[]
73.87,11.1,['Person'],[]
73.97,9.8,['Person'],[]
74.06,10.7,['Person'],[]
74.17,9.8,['Person'],[]
74.26,11.2,['Person'],[]
74.54,3.5,['Person'],[]
74.65,8.8,['Person'],[]
74.76,9.5,[],[]
74.87,9.5,['Person'],[]
74.96,11.0,['Person'],[]
75.05,10.6,['Person'],[]
75.15,10.1,[],[]
75.26,8.8,[],[]
75.36,10.2,[],[]
75.46,10.1,['Person'],[]
75.55,11.3,['Person'],[]
75.65,10.0,['Person'],[]
75.76,9.1,['Person'],[]
75.86,9.8,['Person'],[]
75.96,9.7,[],[]
76.05,11.4,['Person'],[]
76.14,10.8,[],[]
76.24,10.7,['Person'],[]
76.33,10.7,['Person'],[]
76.42,10.6,['Person'],[]
76.52,10.6,['Person'],[]
76.61,11.0,['Person'],[]
76.7,10.6,['Person'],[]
76.8,10.7,['Person'],[]
76.9,10.3,['Person'],[]
76.99,10.6,['Person'],[]
77.08,10.7,['Person'],[]
77.18,10.7,['Person'],[]
77.27,11.0,['Person'],[]
77.37,9.8,['Person'],[]
77.63,3.8,['Person'],[]
77.73,10.4,['Person'],[]
77.82,10.9,['Person'],[]
77.92,10.2,['Person'],[]
78.02,10.5,['Person'],[]
78.1,11.3,['Person'],[]
78.2,10.7,['Person'],[]
78.3,10.0,['Person'],[]
78.39,11.3,['Person'],[]
78.48,10.0,['Person'],[]
78.58,10.6,['Person'],[]
78.67,10.9,['Person'],[]
78.77,10.6,['Person'],[]
78.87,9.9,['Person'],[]
78.96,10.6,[],[]
79.05,11.0,['Person'],[]
79.15,10.4,['Person'],[]
79.24,10.8,['Person'],[]
79.34,9.8,['Person'],[]
79.44,10.6,[],[]
79.53,10.4,['Person'],[]
79.62,11.2,['Person'],[]
79.72,9.9,['Person'],[]
79.82,10.6,['Person'],[]
79.91,10.4,"['Person', 'Person']",[]
80.01,10.9,"['Person', 'Person']",[]
80.1,10.7,[],[]
80.19,10.9,"['Person', 'Person']",[]
80.3,9.3,"['Person', 'Person']",[]
80.39,11.1,"['Person', 'Person']",[]
80.87,2.1,"['pulasthi', 'Person']",[]
80.97,9.9,"['Person', 'pulasthi']",[]
81.07,9.6,"['Person', 'pulasthi']",[]
81.16,11.1,['pulasthi'],[]
81.25,11.1,"['pulasthi', 'Person']",[]
81.35,10.5,"['pulasthi', 'Person']",[]
81.45,9.5,"['Person', 'Person']",[]
81.56,9.4,"['Person', 'Person']",[]
81.65,10.5,"['pulasthi', 'Person']",[]
81.75,10.0,['Person'],[]
81.86,9.9,"['Person', 'pulasthi']",[]
81.95,10.6,['Person'],[]
82.05,10.5,['pulasthi'],[]
82.14,10.9,['Person'],[]
82.23,10.5,"['pulasthi', 'Person']",[]
82.33,10.3,"['pulasthi', 'Person']",[]
82.42,10.7,"['Person', 'pulasthi']",[]
82.52,10.2,['Person'],[]
82.62,10.2,"['pulasthi', 'Person']",[]
82.72,10.1,"['Person', 'pulasthi']",[]
82.83,8.9,"['Person', 'Person']",[]
82.98,6.7,"['Person', 'Person']",[]
83.08,9.7,[],[]
83.2,8.8,['Person'],[]
83.3,9.8,['Person'],[]
83.4,9.8,['Person'],[]
83.49,10.8,['Person'],[]
83.6,9.4,['Person'],[]
83.71,8.9,['Person'],[]
83.82,9.6,['Person'],[]
84.1,3.6,['Person'],[]
84.2,9.5,['Person'],[]
84.29,11.0,['Person'],[]
84.39,9.9,[],[]
84.5,9.5,['Person'],[]
84.59,10.9,['Person'],[]
84.69,10.2,['Person'],[]
84.81,8.3,"['Person', 'Person']",[]
84.91,9.8,['Person'],[]
85.01,10.1,['Person'],[]
85.11,10.2,['Person'],[]
85.2,10.9,['Person'],[]
85.3,10.2,['Person'],[]
85.39,10.7,['Person'],[]
85.48,10.9,['Person'],[]
85.58,9.9,['Person'],[]
85.68,10.9,['Person'],[]
85.77,10.3,['Person'],[]
85.87,10.7,[],[]
85.96,10.9,['Person'],[]
86.06,10.1,[],[]
86.16,9.3,['Person'],[]
86.27,9.1,['Person'],[]
86.39,8.9,['Person'],[]
86.49,9.7,['Person'],[]
86.59,10.4,['Person'],[]
86.68,10.5,['Person'],[]
86.77,11.0,['Person'],[]
86.87,10.2,['Person'],[]
86.96,10.8,['Person'],[]
87.23,3.7,['Person'],[]
87.33,10.1,['Person'],[]
87.42,11.4,['Person'],[]
87.52,10.4,['Person'],[]
87.61,10.7,['Person'],[]
87.72,9.4,['Person'],[]
87.82,10.1,['Person'],[]
87.91,10.6,['Person'],[]
88.0,10.5,['Person'],[]
88.1,10.1,['Person'],[]
88.19,10.9,['Person'],[]
88.29,10.9,['Person'],[]
88.38,10.6,['Person'],[]
88.48,10.2,['Person'],[]
88.57,10.4,['Person'],[]
88.67,10.5,['Person'],[]
88.76,10.9,['Person'],[]
88.85,10.9,['Person'],[]
88.95,10.6,['Person'],[]
89.04,10.6,['Person'],[]
89.14,9.8,['Person'],[]
89.24,10.7,['Person'],[]
89.33,10.7,['Person'],[]
89.43,10.3,['Person'],[]
89.52,10.8,['Person'],[]
89.63,9.2,['Person'],[]
89.73,9.7,['Person'],[]
89.85,8.6,['Person'],[]
89.96,9.1,['Person'],[]
90.06,10.0,['Person'],[]
90.34,3.6,['Person'],[]
90.43,10.5,['Person'],[]
90.54,9.4,['Person'],[]
90.65,9.4,['Person'],[]
90.75,10.2,['Person'],[]
90.85,10.0,"['Person', 'Person']",[]
90.94,10.5,"['Person', 'Person']",[]
91.04,9.9,"['Person', 'pulasthi']",[]
91.13,11.4,['Person'],[]
91.23,10.4,['Person'],[]
91.32,10.5,['Person'],[]
91.42,10.7,[],[]
91.51,10.4,['Person'],[]
91.61,10.4,['Person'],[]
91.7,10.6,[],[]
91.8,10.8,[],[]
91.89,10.4,[],[]
91.99,10.2,[],[]
92.1,9.6,"['Person', 'Person']",[]
