Time_Sec,FPS,Detected_Person,Detected_Objects
35.42,10.4,[],[]
35.52,10.0,[],[]
35.61,10.9,[],[]
35.71,10.0,[],[]
35.8,10.9,[],[]
35.9,10.5,[],[]
36.0,10.0,[],[]
36.09,11.0,[],[]
36.19,10.3,[],[]
36.28,10.4,['Person'],[]
36.39,9.1,[],[]
36.61,4.6,['Person'],[]
36.72,9.2,[],[]
36.82,10.4,['Person'],[]
36.92,10.0,[],[]
37.01,10.6,['Person'],[]
37.1,10.7,[],[]
37.21,9.8,[],[]
37.29,11.5,[],[]
37.38,11.3,['Person'],[]
37.48,10.1,['Person'],[]
37.57,10.7,[],[]
37.66,11.3,['Person'],[]
37.76,10.6,['Person'],[]
37.85,10.4,['Person'],[]
37.96,9.5,['Person'],[]
39.36,0.7,['Person'],[]
39.46,9.6,['Person'],[]
39.56,9.6,['Person'],[]
39.66,10.2,['Person'],[]
39.77,9.2,[],[]
40.21,2.3,['Person'],[]
40.32,9.1,['Person'],[]
40.41,10.4,['Person'],[]
40.51,10.4,['Person'],[]
40.6,10.4,['Person'],[]
40.97,2.7,['pulasthi'],[]
41.07,10.3,['pulasthi'],[]
41.16,10.4,['pulasthi'],[]
41.26,10.4,['pulasthi'],[]
41.36,10.4,['Person'],[]
41.73,2.7,['pulasthi'],[]
41.82,10.2,['pulasthi'],[]
41.93,9.8,['pulasthi'],[]
42.02,10.8,[],[]
42.1,12.0,['pulasthi'],[]
42.21,9.1,[],[]
42.3,11.1,[],[]
42.4,10.0,[],[]
42.49,11.1,['pulasthi'],[]
42.6,9.5,['pulasthi'],[]
43.09,2.0,['pulasthi'],[]
43.2,9.2,['pulasthi'],[]
43.29,10.4,['pulasthi'],[]
43.4,8.9,['pulasthi'],[]
43.5,10.4,['pulasthi'],[]
44.0,2.0,['pulasthi'],[]
44.09,10.9,['pulasthi'],[]
44.19,10.1,['pulasthi'],['chair']
44.28,10.7,['pulasthi'],[]
44.38,10.5,['pulasthi'],[]
44.74,2.8,['pulasthi'],[]
44.84,9.4,['pulasthi'],[]
44.94,10.2,['pulasthi'],[]
45.04,10.5,['pulasthi'],[]
45.13,10.3,['pulasthi'],[]
45.49,2.8,['pulasthi'],[]
45.6,9.4,['pulasthi'],[]
45.69,10.5,['pulasthi'],[]
45.79,10.4,['pulasthi'],[]
45.89,10.2,['pulasthi'],[]
46.24,2.8,['pulasthi'],[]
46.34,10.6,['pulasthi'],[]
46.43,11.1,['pulasthi'],[]
46.53,9.9,['pulasthi'],[]
46.63,10.4,['pulasthi'],[]
46.83,4.8,['pulasthi'],[]
46.92,11.4,['pulasthi'],[]
47.03,9.7,['pulasthi'],[]
47.13,9.6,['pulasthi'],[]
47.22,11.1,['pulasthi'],[]
47.59,2.7,['pulasthi'],[]
47.68,11.5,['pulasthi'],[]
47.78,10.5,['pulasthi'],[]
47.87,10.6,['pulasthi'],[]
47.96,10.7,['pulasthi'],[]
48.32,2.8,['pulasthi'],[]
48.41,10.6,[],[]
48.51,10.4,['pulasthi'],[]
48.6,10.4,['pulasthi'],[]
48.72,9.0,['pulasthi'],[]
48.94,4.5,['pulasthi'],[]
49.04,10.3,['pulasthi'],[]
49.15,8.9,['pulasthi'],[]
49.25,10.0,['pulasthi'],[]
49.34,11.0,['pulasthi'],[]
49.45,8.8,[],[]
49.55,10.4,['pulasthi'],[]
49.64,10.4,['pulasthi'],[]
49.74,10.4,['pulasthi'],[]
49.84,10.5,['Person'],[]
50.35,2.0,['Person'],[]
50.47,8.0,[],[]
50.56,11.6,['pulasthi'],[]
50.66,10.0,['pulasthi'],[]
50.75,10.9,['pulasthi'],[]
50.84,10.4,[],[]
50.94,10.4,[],[]
51.05,9.0,['pulasthi'],[]
51.16,9.2,['pulasthi'],[]
51.25,10.8,['Person'],[]
51.75,2.0,['Person'],[]
51.85,9.7,[],[]
51.94,11.6,['pulasthi'],[]
52.03,11.3,['Person'],[]
52.13,10.1,['Person'],[]
52.53,2.5,['Person'],[]
52.62,10.6,['Person'],[]
52.73,9.7,['pulasthi'],[]
52.82,11.2,[],[]
52.91,11.0,[],[]
53.33,2.4,['pulasthi'],[]
53.44,9.1,['pulasthi'],[]
53.53,10.9,['pulasthi'],[]
53.64,8.9,['pulasthi'],[]
53.75,9.6,['pulasthi'],[]
53.96,4.6,['pulasthi'],[]
54.06,10.5,['pulasthi'],[]
54.16,10.3,['pulasthi'],[]
54.25,10.5,['pulasthi'],[]
54.36,9.4,['pulasthi'],[]
54.88,1.9,['pulasthi'],[]
55.0,8.6,['pulasthi'],[]
55.08,11.4,['pulasthi'],[]
55.18,10.3,['pulasthi'],[]
55.28,10.5,['pulasthi'],[]
55.52,4.2,['pulasthi'],[]
55.61,10.4,['pulasthi'],[]
55.71,10.3,['pulasthi'],[]
55.8,10.5,['pulasthi'],[]
55.9,10.3,['pulasthi'],[]
56.27,2.7,['pulasthi'],[]
56.36,10.6,['Person'],['chair']
56.46,10.4,['Person'],[]
56.56,10.5,[],[]
56.65,10.3,[],[]
56.75,10.6,[],[]
56.83,12.2,[],[]
56.94,9.0,[],[]
57.04,9.8,[],[]
57.15,9.5,[],[]
57.25,10.3,[],[]
57.35,10.0,[],[]
57.44,11.0,[],[]
57.55,8.9,[],[]
57.65,10.3,[],[]
57.74,10.6,[],[]
57.84,10.5,[],[]
57.93,10.3,[],[]
58.03,10.5,[],[]
58.12,10.4,[],[]
58.22,10.4,[],[]
58.33,9.3,[],[]
58.43,10.0,[],[]
58.52,10.3,[],[]
58.62,10.1,[],[]
58.72,10.5,[],[]
58.81,10.5,[],[]
58.91,10.5,[],[]
59.0,10.5,[],[]
59.12,8.9,[],[]
59.21,10.3,[],[]
59.31,10.6,[],[]
59.41,10.4,[],[]
59.5,10.5,[],[]
59.6,10.4,[],[]
59.69,10.4,[],[]
59.79,10.4,['Person'],[]
59.89,9.8,[],[]
59.98,11.1,[],[]
60.08,9.8,[],[]
60.18,10.5,[],[]
60.27,10.9,[],[]
60.37,10.0,[],[]
60.46,11.2,[],[]
60.56,10.2,['pulasthi'],[]
60.78,4.5,['Person'],[]
60.88,9.7,['Person'],[]
60.98,10.9,['pulasthi'],[]
61.07,10.2,[],[]
61.16,11.2,['pulasthi'],[]
61.38,4.7,['Person'],[]
61.47,11.1,['pulasthi'],[]
61.56,10.7,['Person'],[]
61.65,11.0,['pulasthi'],[]
61.74,11.0,['pulasthi'],[]
61.99,4.1,['Person'],[]
62.08,10.3,['pulasthi'],[]
62.18,10.5,"['pulasthi', 'Person']",[]
62.27,11.0,[],[]
62.36,10.6,['Person'],[]
62.48,8.5,[],[]
62.58,10.0,[],[]
62.67,11.0,[],[]
62.78,9.4,[],[]
62.88,9.9,[],[]
62.98,10.0,[],[]
63.08,9.9,['pulasthi'],[]
63.17,10.8,[],[]
63.26,10.8,[],[]
63.36,10.5,[],[]
63.46,10.2,[],[]
63.55,10.7,['pulasthi'],[]
63.64,11.5,['pulasthi'],[]
63.74,9.9,['pulasthi'],[]
63.83,10.5,['pulasthi'],[]
64.07,4.3,['pulasthi'],[]
64.17,9.9,[],[]
64.26,10.7,['pulasthi'],[]
64.36,10.4,[],[]
64.45,11.2,['Person'],[]
64.68,4.3,['Person'],[]
64.78,9.8,[],[]
64.88,10.3,[],[]
64.97,10.9,[],[]
65.06,10.7,[],[]
65.3,4.3,['pulasthi'],[]
65.41,9.1,[],[]
65.51,10.0,[],[]
65.6,10.4,[],[]
65.7,10.6,[],[]
65.79,10.3,[],[]
65.89,10.5,[],[]
66.0,8.6,[],[]
66.11,9.5,[],[]
66.21,9.8,[],[]
66.3,10.8,[],[]
66.4,10.1,[],[]
66.49,11.0,[],[]
66.59,10.6,[],[]
66.69,9.8,[],[]
66.79,9.7,[],[]
66.88,11.2,[],[]
66.98,9.9,[],[]
67.07,11.1,[],[]
67.17,10.0,[],[]
67.26,11.6,[],[]
67.36,9.7,[],[]
67.46,10.8,[],[]
67.55,10.5,[],[]
67.65,10.1,[],[]
67.74,11.0,[],[]
67.85,8.9,[],[]
67.95,10.4,[],[]
68.05,10.2,[],[]
68.14,10.6,['pulasthi'],[]
68.39,4.1,['pulasthi'],[]
68.48,11.3,[],[]
68.57,10.3,[],[]
68.67,10.4,[],[]
68.76,10.4,['pulasthi'],[]
68.99,4.5,['pulasthi'],[]
69.09,10.0,['pulasthi'],[]
69.19,9.6,['pulasthi'],[]
69.28,10.8,['pulasthi'],[]
69.38,11.0,[],[]
69.45,13.0,[],[]
69.56,9.6,[],[]
69.64,11.3,[],[]
69.74,10.2,[],[]
