Time_Sec,FPS,Detected_Person,Detected_Objects
49.66,10.4,[],[]
49.75,11.0,[],[]
49.87,8.6,[],[]
49.96,10.3,[],[]
50.06,10.4,[],[]
50.16,10.3,[],[]
50.25,11.0,[],[]
50.33,11.8,[],[]
50.43,10.5,[],[]
50.52,10.3,[],[]
50.62,10.4,[],[]
50.72,10.4,['Person'],[]
50.86,6.9,['Person'],[]
50.95,10.9,[],[]
51.04,11.7,[],[]
51.13,10.4,[],[]
51.23,10.6,[],[]
51.33,10.2,[],[]
51.42,10.8,['Person'],[]
51.52,10.1,[],[]
51.62,10.2,[],[]
51.71,10.9,['Person'],[]
51.81,10.2,[],[]
51.9,10.6,[],[]
52.0,10.4,[],[]
52.1,10.0,[],[]
52.19,10.2,[],[]
52.29,10.2,[],[]
52.4,9.1,[],[]
52.49,11.0,[],[]
52.6,9.0,[],[]
52.7,9.9,[],[]
52.8,10.0,[],[]
52.9,10.9,[],[]
52.99,10.9,[],[]
53.09,10.0,[],[]
53.19,10.0,[],[]
53.28,11.5,[],[]
53.37,10.9,[],[]
53.46,10.8,[],[]
53.55,11.5,[],[]
53.64,10.3,[],[]
53.74,10.4,[],[]
53.84,10.5,[],[]
53.93,10.3,[],[]
54.03,10.4,[],[]
54.11,12.7,[],[]
54.2,10.4,[],[]
54.3,10.2,[],[]
54.4,10.7,[],[]
54.49,10.1,[],[]
54.59,10.3,[],[]
54.68,10.8,[],[]
54.78,10.4,[],[]
54.88,10.4,[],[]
54.97,10.4,[],[]
55.07,10.4,[],[]
55.16,10.4,[],[]
55.28,8.9,[],[]
55.36,12.6,[],[]
55.45,10.3,[],[]
55.55,10.5,[],[]
55.64,10.3,[],[]
55.74,10.4,[],[]
55.84,10.4,[],[]
55.93,10.4,[],[]
56.03,10.5,[],[]
56.12,10.4,[],[]
56.2,12.4,[],[]
56.3,10.4,[],[]
56.39,10.8,[],[]
56.48,11.1,[],[]
56.57,11.2,[],[]
56.67,10.3,[],[]
56.76,10.6,[],[]
56.86,10.3,[],[]
56.96,10.2,[],[]
57.05,10.7,[],[]
57.15,10.4,[],[]
57.24,10.3,[],[]
57.34,10.5,[],[]
57.44,10.4,[],[]
57.54,10.0,[],[]
57.63,10.6,[],[]
57.74,9.1,[],[]
57.84,10.4,[],[]
57.93,10.4,[],[]
58.03,10.6,[],[]
58.12,10.3,[],[]
58.22,10.4,[],[]
58.33,8.9,[],[]
58.43,10.4,[],[]
58.52,10.4,[],[]
58.62,10.4,[],[]
58.72,10.4,[],[]
58.81,10.2,[],[]
58.91,10.6,[],[]
59.02,8.9,[],[]
59.12,10.4,[],[]
59.21,10.6,[],[]
59.31,10.1,[],[]
59.41,10.3,[],[]
59.51,10.2,[],[]
59.6,10.8,[],[]
59.69,10.6,[],[]
59.79,10.4,[],[]
59.9,8.6,[],[]
60.01,9.3,[],[]
60.11,10.4,[],[]
60.2,10.4,[],[]
60.3,10.4,[],[]
60.4,10.1,[],[]
60.49,10.8,[],[]
60.59,9.8,[],[]
60.68,11.0,[],[]
60.78,10.5,['Person'],[]
60.88,9.9,['Person'],[]
61.02,7.1,['Person'],[]
61.12,10.4,[],[]
61.21,10.2,[],[]
61.32,9.4,[],[]
61.43,9.4,[],[]
61.52,11.1,[],[]
61.61,10.5,[],[]
61.71,10.3,[],[]
61.81,10.2,[],[]
61.91,9.8,[],[]
62.0,10.7,[],[]
62.1,10.6,[],[]
62.19,10.9,['Person'],[]
62.29,10.2,[],[]
62.38,10.7,['Person'],[]
62.51,7.8,['Person'],[]
62.6,10.4,[],[]
62.7,10.4,[],[]
62.8,10.4,[],[]
62.89,10.4,[],[]
62.99,10.4,[],[]
63.08,10.5,[],[]
63.19,9.5,[],[]
63.29,9.7,[],[]
63.39,10.4,[],[]
63.49,10.2,[],[]
63.58,10.7,[],[]
63.68,10.3,[],[]
63.78,9.3,[],[]
63.87,11.4,[],[]
63.96,10.8,[],[]
64.06,10.5,[],[]
64.16,10.3,[],[]
64.25,10.4,['Person'],[]
64.35,10.5,[],[]
64.44,10.4,[],[]
64.54,10.3,[],[]
64.64,10.4,[],[]
64.73,10.5,[],[]
64.83,10.3,[],['bottle']
64.92,10.4,[],['bottle']
65.02,10.0,[],['bottle']
65.13,9.3,[],['cup']
65.23,10.3,[],[]
65.32,10.5,[],['bottle']
65.43,9.5,[],['bottle']
65.52,11.3,[],['bottle']
65.61,10.4,[],['bottle']
65.71,10.5,[],[]
65.8,10.4,[],[]
65.9,10.4,[],[]
65.99,10.5,[],[]
66.09,10.3,[],[]
66.19,10.4,[],[]
66.28,10.6,[],[]
66.38,10.3,[],[]
66.48,10.5,['Person'],[]
66.58,9.2,[],[]
66.67,11.6,['Person'],[]
66.77,9.9,['Person'],[]
66.91,7.3,['Person'],[]
67.01,10.1,['Person'],[]
67.1,10.6,[],[]
67.2,10.2,[],[]
67.29,10.9,['Person'],[]
67.39,10.3,[],[]
67.49,9.5,['Person'],[]
67.59,10.4,[],[]
67.68,11.1,['Person'],[]
67.78,10.2,[],[]
67.87,10.2,[],[]
67.96,11.3,[],[]
68.06,10.2,[],[]
68.16,10.5,[],[]
68.25,10.6,[],['bottle']
68.35,10.3,[],[]
68.44,10.4,[],[]
68.54,10.5,[],[]
68.64,10.2,[],['bottle']
68.71,12.9,[],[]
68.81,10.1,[],[]
68.92,9.2,['Person'],[]
69.02,10.3,[],[]
69.12,10.5,[],[]
69.21,10.2,[],[]
69.31,10.1,[],[]
69.4,11.0,[],[]
69.5,10.4,[],[]
69.6,10.4,[],[]
69.69,10.4,[],[]
69.79,10.1,[],[]
69.88,10.8,[],[]
69.98,10.4,[],[]
70.08,10.5,[],[]
70.17,10.4,[],[]
70.27,10.4,[],[]
70.36,10.3,[],[]
70.46,10.5,[],[]
70.56,10.0,[],[]
70.67,9.2,[],[]
70.77,9.4,[],[]
70.86,11.7,[],[]
70.96,10.1,[],[]
71.05,11.1,[],[]
71.15,10.1,[],[]
71.26,9.0,[],[]
71.36,10.0,[],[]
71.46,10.1,[],[]
71.55,11.2,[],[]
71.64,10.4,[],[]
71.74,10.2,[],[]
71.84,10.6,[],[]
71.93,10.1,[],[]
72.03,10.7,[],[]
72.12,10.4,[],[]
72.22,10.5,[],[]
72.32,10.4,[],[]
72.41,10.5,[],[]
72.5,11.7,[],[]
72.59,10.9,[],[]
72.68,10.5,[],[]
72.78,10.3,[],[]
72.88,10.5,[],[]
72.97,10.4,[],[]
73.07,10.4,[],[]
73.16,10.4,[],[]
73.26,10.5,[],[]
73.36,10.3,[],[]
73.45,10.4,[],[]
73.56,8.9,[],[]
73.66,10.2,[],[]
73.76,10.7,[],[]
73.86,10.1,[],[]
73.95,10.9,[],[]
74.03,12.4,[],[]
74.12,10.5,[],[]
74.22,10.3,[],[]
74.31,10.5,[],[]
74.41,10.3,[],[]
74.51,10.4,[],[]
74.61,10.1,[],[]
74.68,13.0,[],[]
74.81,7.9,[],[]
74.91,10.3,[],[]
75.0,10.4,[],[]
75.1,10.4,[],[]
75.2,10.4,[],[]
75.29,10.5,[],[]
75.39,10.2,[],[]
75.48,10.7,[],[]
75.58,10.1,[],[]
75.68,10.8,[],[]
75.79,8.9,[],[]
75.88,10.5,[],[]
75.98,10.4,[],[]
76.08,9.8,[],[]
76.19,9.4,[],[]
76.28,10.4,[],[]
76.38,10.5,[],[]
76.48,10.3,[],[]
76.57,10.5,[],[]
76.67,10.2,[],[]
76.78,9.1,[],[]
76.88,10.4,[],[]
76.97,10.2,[],[]
77.07,10.6,[],[]
77.17,10.2,[],[]
77.27,10.0,[],[]
77.36,11.1,[],[]
77.47,8.9,[],[]
77.57,10.2,[],[]
77.66,10.7,[],[]
77.75,11.3,[],[]
77.84,11.5,[],[]
77.93,10.3,[],[]
78.03,10.4,[],[]
78.12,10.4,[],[]
78.22,10.5,[],[]
78.32,9.9,[],[]
78.41,10.8,[],[]
78.51,10.5,[],[]
78.6,10.5,[],[]
78.7,10.3,[],[]
78.8,10.0,[],[]
78.89,10.9,[],[]
78.99,10.4,[],[]
79.1,8.9,[],[]
79.2,10.3,[],[]
79.29,10.6,[],[]
79.39,10.5,[],[]
79.48,10.4,[],[]
79.58,10.5,[],[]
79.68,10.3,[],[]
79.77,10.4,[],[]
79.87,10.3,[],[]
79.97,10.0,[],[]
80.06,11.1,[],[]
80.16,10.4,[],[]
80.25,10.4,[],[]
80.35,10.4,[],[]
80.44,10.5,[],[]
80.54,10.3,[],[]
80.65,8.9,[],[]
80.75,10.4,[],[]
80.84,10.5,[],[]
80.99,6.9,['Person'],[]
81.09,9.9,"['Person', 'Person']",[]
81.18,10.9,[],[]
81.28,10.5,[],[]
81.37,10.3,[],[]
81.47,10.2,[],[]
81.56,10.7,[],[]
81.66,10.1,[],[]
81.76,10.1,[],[]
81.86,10.6,[],[]
81.95,10.6,[],[]
82.06,9.3,[],[]
82.16,9.5,[],[]
82.25,10.9,[],[]
82.35,10.5,[],[]
82.45,10.0,[],[]
82.54,11.0,[],[]
82.64,10.0,[],[]
82.73,11.0,['Person'],[]
82.83,9.7,['Person'],[]
82.97,7.2,['Person'],[]
83.07,10.5,[],[]
83.16,10.4,[],[]
83.26,10.0,['Person'],[]
83.36,10.8,[],[]
83.51,6.7,['Person'],[]
83.6,11.2,[],[]
83.7,9.9,['Person'],[]
83.8,10.0,[],[]
83.88,11.4,['Person'],[]
84.03,6.9,['Person'],[]
84.14,8.9,[],[]
84.24,10.5,[],[]
84.33,10.1,[],[]
84.44,9.8,[],[]
84.52,11.4,[],[]
84.62,10.4,[],[]
84.72,10.2,[],[]
84.81,10.7,[],[]
84.91,10.4,[],[]
85.01,10.2,[],[]
85.1,10.6,[],[]
85.2,10.2,['Person'],[]
85.29,10.6,"['Person', 'Person']",[]
85.39,10.4,['Person'],[]
85.48,10.5,[],[]
85.59,9.7,['Person'],[]
85.68,11.2,[],[]
85.77,10.4,['Person'],[]
85.87,10.3,"['Person', 'Person']",[]
86.0,7.9,"['Person', 'Person']",[]
86.09,10.4,"['Person', 'Person']",[]
86.19,9.9,"['Person', 'Person']",[]
86.28,11.4,"['Person', 'Person']",[]
86.36,11.9,['Person'],[]
86.46,10.0,['Person'],[]
86.56,10.9,['Person'],[]
86.65,10.2,"['Person', 'Person']",[]
86.75,10.6,"['Person', 'Person']",[]
86.84,10.5,"['Person', 'Person']",[]
86.94,10.4,[],[]
87.04,10.4,[],[]
87.14,10.0,['Person'],[]
87.23,10.4,[],[]
87.33,10.7,[],[]
87.41,11.4,[],[]
87.52,9.1,[],[]
87.62,10.8,[],[]
87.72,9.9,[],[]
87.8,11.4,['Person'],[]
87.95,7.0,['Person'],[]
88.04,10.4,['Person'],[]
88.16,8.9,[],[]
88.25,10.4,['Person'],[]
88.35,10.4,[],[]
88.49,7.0,['Person'],[]
88.59,10.4,"['Person', 'Person']",[]
88.68,10.5,['Person'],[]
88.78,10.3,['Person'],[]
88.88,10.4,"['Person', 'Person']",[]
89.02,6.9,['Person'],[]
89.12,10.4,['Person'],[]
89.21,10.5,['Person'],[]
89.31,10.3,['Person'],[]
89.4,10.6,['Person'],[]
89.53,7.7,['Person'],[]
89.63,10.4,['Person'],[]
89.72,10.5,['Person'],[]
89.82,10.1,['Person'],[]
89.92,10.6,['Person'],[]
90.08,6.3,['Person'],[]
90.17,10.4,['Person'],[]
90.27,10.4,['Person'],[]
90.36,10.4,['Person'],[]
90.46,10.4,['Person'],[]
90.6,7.0,['Person'],[]
90.7,10.5,['Person'],[]
90.8,10.1,['Person'],[]
90.89,10.5,['Person'],[]
91.0,9.5,['Person'],[]
91.13,7.5,['Person'],[]
91.23,10.1,['Person'],[]
91.33,10.3,['Person'],[]
91.42,10.9,['Person'],[]
91.52,10.3,['Person'],[]
91.66,6.9,['Person'],[]
91.76,10.4,['Person'],[]
91.85,10.7,['Person'],[]
91.95,9.9,['Person'],[]
92.05,10.4,['Person'],[]
92.19,6.9,['Person'],[]
92.29,10.5,['Person'],[]
92.38,10.5,['Person'],[]
92.48,10.3,['Person'],[]
92.57,10.7,['Person'],[]
92.7,7.8,['Person'],[]
92.81,8.9,['Person'],[]
92.91,10.4,['Person'],[]
93.0,10.4,['Person'],[]
93.12,8.9,['Person'],[]
93.26,7.0,['Person'],[]
93.36,10.5,['Person'],[]
93.45,10.3,['Person'],[]
93.55,10.5,['Person'],[]
93.64,10.3,['Person'],[]
93.8,6.6,['Person'],[]
93.88,11.4,['Person'],[]
93.98,10.1,['Person'],[]
94.08,10.9,['Person'],[]
94.18,9.6,['Person'],[]
94.33,6.6,['Person'],[]
94.43,10.4,['Person'],[]
94.52,10.7,['Person'],[]
94.62,9.9,['Person'],[]
94.71,11.0,['Person'],[]
94.85,7.2,['Person'],[]
94.96,9.5,['Person'],[]
95.05,10.4,['Person'],[]
95.15,10.0,['Person'],[]
95.25,10.5,['Person'],[]
95.39,7.1,['Person'],[]
95.48,11.2,['Person'],[]
95.58,9.8,['Person'],[]
95.67,10.9,['Person'],[]
95.77,10.2,['Person'],[]
95.91,7.3,['Person'],[]
95.98,12.8,['Person'],[]
96.11,8.1,['Person'],[]
96.21,9.6,['Person'],[]
96.31,10.7,['Person'],[]
96.44,7.2,['Person'],[]
96.54,10.1,['Person'],[]
96.63,11.2,['Person'],[]
96.73,10.5,['Person'],[]
96.82,10.9,['Person'],[]
96.96,6.9,['Person'],[]
97.06,10.8,['Person'],[]
97.15,10.7,['Person'],[]
97.24,10.6,['Person'],[]
97.34,10.2,['Person'],[]
97.48,7.1,['Person'],[]
97.58,10.5,['Person'],[]
97.67,11.0,['Person'],[]
97.76,11.5,['Person'],[]
97.86,10.0,['Person'],[]
98.0,7.1,['Person'],[]
98.1,9.5,['Person'],[]
98.19,11.5,['Person'],[]
98.28,10.4,['Person'],[]
98.38,10.0,['Person'],[]
98.72,3.0,['Person'],[]
98.86,7.3,['Person'],[]
98.96,9.6,['Person'],[]
99.07,9.2,['Person'],[]
99.17,10.6,['Person'],[]
99.31,7.0,['Person'],[]
99.41,9.5,['Person'],[]
99.51,10.1,['Person'],[]
99.6,11.3,['Person'],[]
99.69,10.9,['Person'],[]
99.84,6.9,['Person'],[]
99.93,10.7,['Person'],[]
100.01,12.4,['Person'],[]
100.11,10.4,['Person'],[]
